BikeAge,BikeAlcDrg,BikeInjury,BikeRace,BikeSex,SpeedLimit
46,.,C: Possible Injury,Black,Male,30 - 35  MPH
24,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
46,.,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
14,.,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
18,.,C: Possible Injury,White,Male,30 - 35  MPH
44,.,C: Possible Injury,White,Male,20 - 25  MPH
48,.,C: Possible Injury,White,Female,30 - 35  MPH
39,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
48,.,C: Possible Injury,Black,Male,30 - 35  MPH
62,.,C: Possible Injury,Black,Male,30 - 35  MPH
49,.,C: Possible Injury,White,Male,40 - 45  MPH
33,.,C: Possible Injury,White,Male,40 - 45  MPH
26,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
42,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
18,.,C: Possible Injury,Black,Male,30 - 35  MPH
49,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
16,.,A: Suspected Serious Injury,White,Female,50 - 55  MPH
66,.,C: Possible Injury,White,Female,30 - 35  MPH
7,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
43,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
52,.,C: Possible Injury,Hispanic,Male,30 - 35  MPH
9,.,C: Possible Injury,White,Male,50 - 55  MPH
49,.,O: No Injury,White,Female,40 - 45  MPH
11,.,B: Suspected Minor Injury,White,Female,20 - 25  MPH
46,.,K: Killed,Black,Male,20 - 25  MPH
8,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
35,.,C: Possible Injury,Hispanic,Male,5 - 15 MPH
21,.,O: No Injury,Black,Male,30 - 35  MPH
16,.,A: Suspected Serious Injury,Black,Male,50 - 55  MPH
57,.,C: Possible Injury,White,Male,30 - 35  MPH
22,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
15,.,C: Possible Injury,White,Male,50 - 55  MPH
48,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
44,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
38,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
49,.,C: Possible Injury,White,Male,30 - 35  MPH
50,.,B: Suspected Minor Injury,White,Female,30 - 35  MPH
17,.,C: Possible Injury,White,Female,30 - 35  MPH
10,.,C: Possible Injury,Black,Male,30 - 35  MPH
53,.,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
43,.,C: Possible Injury,Black,Male,Unknown
45,.,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
14,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
8,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
45,.,C: Possible Injury,White,Male,40 - 45  MPH
22,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
35,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
40,.,B: Suspected Minor Injury,White,Female,30 - 35  MPH
48,.,C: Possible Injury,Black,Male,40 - 45  MPH
48,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
55,.,K: Killed,White,Male,50 - 55  MPH
29,.,C: Possible Injury,White,Male,30 - 35  MPH
15,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,.,B: Suspected Minor Injury,Native American,Male,30 - 35  MPH
18,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
25,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
19,No,C: Possible Injury,Black,Male,20 - 25  MPH
13,.,C: Possible Injury,Black,Male,20 - 25  MPH
17,No,O: No Injury,White,Male,40 - 45  MPH
11,.,C: Possible Injury,Hispanic,Male,20 - 25  MPH
26,No,C: Possible Injury,White,Male,20 - 25  MPH
16,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
18,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
60,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
39,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,O: No Injury,Black,Male,5 - 15 MPH
17,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
15,No,A: Suspected Serious Injury,Black,Male,50 - 55  MPH
17,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
63,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
20,No,C: Possible Injury,White,Male,30 - 35  MPH
17,No,C: Possible Injury,Black,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
24,No,C: Possible Injury,Black,Female,40 - 45  MPH
30,No,O: No Injury,Hispanic,Male,40 - 45  MPH
49,No,O: No Injury,White,Male,20 - 25  MPH
999,Unknown,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
40,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Female,30 - 35  MPH
49,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
23,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
55,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
46,No,C: Possible Injury,White,Male,40 - 45  MPH
8,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
18,.,O: No Injury,White,Male,20 - 25  MPH
19,No,A: Suspected Serious Injury,White,Female,30 - 35  MPH
66,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
43,No,O: No Injury,White,Male,5 - 15 MPH
16,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
44,Unknown,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
48,"Yes-Alcohol, impairment suspected",A: Suspected Serious Injury,Black,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
7,No,A: Suspected Serious Injury,White,Male,20 - 25  MPH
61,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
34,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
14,No,C: Possible Injury,White,Male,30 - 35  MPH
7,No,O: No Injury,Black,Male,30 - 35  MPH
18,No,O: No Injury,White,Male,50 - 55  MPH
21,No,A: Suspected Serious Injury,White,Male,30 - 35  MPH
20,No,C: Possible Injury,Black,Male,30 - 35  MPH
33,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
50,Unknown,A: Suspected Serious Injury,White,Male,30 - 35  MPH
21,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
26,No,Unknown Injury,Other,Male,20 - 25  MPH
55,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
46,No,C: Possible Injury,Unknown/Missing,Female,30 - 35  MPH
22,No,C: Possible Injury,Black,Male,20 - 25  MPH
25,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
69,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
8,No,A: Suspected Serious Injury,Black,Female,20 - 25  MPH
8,No,A: Suspected Serious Injury,Hispanic,Female,30 - 35  MPH
37,No,Unknown Injury,White,Male,30 - 35  MPH
41,No,C: Possible Injury,White,Male,40 - 45  MPH
36,No,C: Possible Injury,White,Male,40 - 45  MPH
12,No,O: No Injury,White,Male,40 - 45  MPH
53,No,C: Possible Injury,Black,Male,40 - 45  MPH
35,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
36,No,A: Suspected Serious Injury,Hispanic,Male,50 - 55  MPH
52,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
44,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,Black,Male,40 - 45  MPH
36,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,C: Possible Injury,Black,Male,20 - 25  MPH
31,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
61,No,C: Possible Injury,Black,Male,40 - 45  MPH
49,Unknown,B: Suspected Minor Injury,White,Male,20 - 25  MPH
4,No,C: Possible Injury,Black,Male,30 - 35  MPH
46,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
4,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
41,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
54,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
26,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
55,No,Unknown Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
24,No,O: No Injury,White,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
11,No,B: Suspected Minor Injury,Other,Male,30 - 35  MPH
12,No,C: Possible Injury,Black,Male,20 - 25  MPH
41,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
35,No,A: Suspected Serious Injury,White,Male,20 - 25  MPH
27,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,C: Possible Injury,Black,Male,20 - 25  MPH
48,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
20,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
49,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
18,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
17,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
26,No,C: Possible Injury,Black,Male,Unknown
32,No,C: Possible Injury,White,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
15,No,C: Possible Injury,Unknown/Missing,Male,5 - 15 MPH
20,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
53,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
55,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
31,No,C: Possible Injury,Black,Male,30 - 35  MPH
70,No,O: No Injury,White,Male,40 - 45  MPH
15,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,No,C: Possible Injury,Black,Male,30 - 35  MPH
22,No,O: No Injury,Black,Male,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,5 - 15 MPH
36,No,Unknown Injury,Hispanic,Male,30 - 35  MPH
72,No,C: Possible Injury,Black,Male,30 - 35  MPH
55,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
42,No,C: Possible Injury,White,Male,30 - 35  MPH
47,No,C: Possible Injury,Black,Male,30 - 35  MPH
50,No,C: Possible Injury,White,Male,50 - 55  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
53,No,C: Possible Injury,White,Female,40 - 45  MPH
50,No,C: Possible Injury,White,Male,40 - 45  MPH
11,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
15,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
60,No,C: Possible Injury,White,Male,30 - 35  MPH
45,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
23,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
999,Unknown,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
15,No,C: Possible Injury,Black,Male,Unknown
45,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
68,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
17,No,C: Possible Injury,White,Male,40 - 45  MPH
2,No,C: Possible Injury,Black,Male,30 - 35  MPH
61,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
22,No,C: Possible Injury,White,Male,20 - 25  MPH
34,No,B: Suspected Minor Injury,Other,Male,40 - 45  MPH
20,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
12,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
48,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
52,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,50 - 55  MPH
19,No,O: No Injury,White,Male,20 - 25  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
13,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
56,No,C: Possible Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
29,No,C: Possible Injury,White,Female,30 - 35  MPH
29,No,B: Suspected Minor Injury,Other,Male,40 - 45  MPH
13,No,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
37,No,O: No Injury,Black,Male,20 - 25  MPH
28,No,B: Suspected Minor Injury,White,Male,Unknown
17,No,O: No Injury,Black,Male,20 - 25  MPH
13,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
53,No,C: Possible Injury,Black,Male,20 - 25  MPH
20,No,C: Possible Injury,Asian,Male,40 - 45  MPH
46,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
7,No,K: Killed,Hispanic,Male,50 - 55  MPH
10,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
5,No,C: Possible Injury,Black,Female,30 - 35  MPH
40,No,C: Possible Injury,Black,Male,30 - 35  MPH
43,Missing,C: Possible Injury,Black,Male,30 - 35  MPH
31,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
20,No,C: Possible Injury,Black,Male,40 - 45  MPH
48,No,C: Possible Injury,Black,Male,Unknown
15,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
16,No,B: Suspected Minor Injury,White,Male,Unknown
22,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
9,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
31,No,C: Possible Injury,Black,Male,20 - 25  MPH
29,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
9,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
57,No,B: Suspected Minor Injury,Other,Male,40 - 45  MPH
56,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
11,No,C: Possible Injury,White,Male,20 - 25  MPH
9,No,O: No Injury,White,Female,5 - 15 MPH
59,No,C: Possible Injury,White,Male,50 - 55  MPH
999,Unknown,O: No Injury,Black,Male,40 - 45  MPH
64,No,C: Possible Injury,White,Male,40 - 45  MPH
25,No,C: Possible Injury,White,Male,30 - 35  MPH
48,No,O: No Injury,Hispanic,Male,50 - 55  MPH
10,No,C: Possible Injury,Black,Male,20 - 25  MPH
15,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
6,No,C: Possible Injury,Black,Male,5 - 15 MPH
20,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,50 - 55  MPH
17,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
57,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,30 - 35  MPH
27,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
33,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
49,No,C: Possible Injury,White,Female,60 - 75 MPH
46,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
23,No,C: Possible Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
8,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
19,No,C: Possible Injury,Black,Female,30 - 35  MPH
17,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
36,No,C: Possible Injury,White,Female,40 - 45  MPH
50,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
38,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
45,No,O: No Injury,Black,Male,30 - 35  MPH
23,No,A: Suspected Serious Injury,White,Male,30 - 35  MPH
21,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
22,No,C: Possible Injury,White,Female,30 - 35  MPH
999,Unknown,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
28,No,O: No Injury,White,Male,Unknown
49,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,30 - 35  MPH
45,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
60,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
54,Unknown,Unknown Injury,Black,Male,30 - 35  MPH
28,No,O: No Injury,Other,Male,30 - 35  MPH
54,No,C: Possible Injury,White,Male,20 - 25  MPH
52,No,C: Possible Injury,Black,Male,30 - 35  MPH
16,No,O: No Injury,White,Male,50 - 55  MPH
21,No,C: Possible Injury,White,Male,20 - 25  MPH
83,No,B: Suspected Minor Injury,Hispanic,Male,50 - 55  MPH
22,No,C: Possible Injury,Black,Male,20 - 25  MPH
25,No,B: Suspected Minor Injury,Black,Female,5 - 15 MPH
32,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
38,No,C: Possible Injury,Black,Male,30 - 35  MPH
51,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
14,No,O: No Injury,Black,Male,30 - 35  MPH
30,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
10,No,O: No Injury,Black,Male,30 - 35  MPH
55,No,O: No Injury,White,Male,40 - 45  MPH
30,No,C: Possible Injury,Black,Male,5 - 15 MPH
54,No,C: Possible Injury,Black,Male,Unknown
50,No,C: Possible Injury,White,Male,30 - 35  MPH
53,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
35,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
59,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,40 - 45  MPH
72,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
62,No,C: Possible Injury,White,Male,20 - 25  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
8,No,O: No Injury,White,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
13,No,C: Possible Injury,Hispanic,Male,Unknown
22,No,C: Possible Injury,Other,Male,Unknown
37,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
58,No,C: Possible Injury,Black,Male,40 - 45  MPH
11,No,B: Suspected Minor Injury,Black,Female,5 - 15 MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
16,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
20,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
20,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
59,Missing,B: Suspected Minor Injury,White,Male,50 - 55  MPH
47,No,C: Possible Injury,White,Male,5 - 15 MPH
22,No,O: No Injury,White,Male,5 - 15 MPH
13,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
44,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
44,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
28,No,C: Possible Injury,Hispanic,Female,30 - 35  MPH
23,No,C: Possible Injury,White,Male,5 - 15 MPH
22,No,C: Possible Injury,White,Male,30 - 35  MPH
63,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
50,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,No,C: Possible Injury,White,Male,30 - 35  MPH
17,No,C: Possible Injury,Black,Male,30 - 35  MPH
10,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
46,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
28,No,C: Possible Injury,White,Male,30 - 35  MPH
55,Unknown,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
59,No,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
23,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
52,No,C: Possible Injury,Black,Male,20 - 25  MPH
56,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
17,No,O: No Injury,Black,Male,5 - 15 MPH
48,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
59,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
16,No,O: No Injury,Black,Male,20 - 25  MPH
74,No,C: Possible Injury,White,Male,30 - 35  MPH
21,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
24,No,C: Possible Injury,White,Male,30 - 35  MPH
47,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
19,No,C: Possible Injury,White,Male,40 - 45  MPH
38,No,A: Suspected Serious Injury,White,Female,20 - 25  MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,A: Suspected Serious Injury,Black,Male,Unknown
10,No,A: Suspected Serious Injury,Black,Female,30 - 35  MPH
25,No,C: Possible Injury,White,Male,40 - 45  MPH
31,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
38,No,O: No Injury,White,Male,20 - 25  MPH
29,No,C: Possible Injury,White,Male,30 - 35  MPH
38,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
63,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
48,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
7,No,K: Killed,White,Male,50 - 55  MPH
15,No,C: Possible Injury,Black,Male,40 - 45  MPH
26,No,C: Possible Injury,White,Male,30 - 35  MPH
35,No,O: No Injury,White,Male,20 - 25  MPH
8,No,A: Suspected Serious Injury,White,Male,20 - 25  MPH
14,No,C: Possible Injury,White,Male,50 - 55  MPH
35,No,C: Possible Injury,White,Male,30 - 35  MPH
23,No,C: Possible Injury,White,Male,40 - 45  MPH
42,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,C: Possible Injury,Black,Male,30 - 35  MPH
43,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
62,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
70,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
35,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
58,No,C: Possible Injury,White,Male,40 - 45  MPH
21,No,C: Possible Injury,White,Male,40 - 45  MPH
66,No,O: No Injury,White,Male,50 - 55  MPH
54,No,C: Possible Injury,White,Male,50 - 55  MPH
53,No,C: Possible Injury,Black,Male,30 - 35  MPH
3,No,O: No Injury,Black,Male,30 - 35  MPH
24,No,C: Possible Injury,White,Male,5 - 15 MPH
54,No,C: Possible Injury,White,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
27,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
10,No,C: Possible Injury,Black,Male,5 - 15 MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
66,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,C: Possible Injury,White,Male,30 - 35  MPH
43,No,O: No Injury,White,Female,30 - 35  MPH
41,No,B: Suspected Minor Injury,Hispanic,Female,40 - 45  MPH
22,No,C: Possible Injury,White,Female,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
53,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
56,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
54,No,C: Possible Injury,White,Female,30 - 35  MPH
8,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
42,Unknown,C: Possible Injury,White,Male,40 - 45  MPH
999,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
10,No,B: Suspected Minor Injury,Other,Male,20 - 25  MPH
8,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
34,No,C: Possible Injury,White,Male,Unknown
5,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
42,No,C: Possible Injury,Black,Male,50 - 55  MPH
41,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Female,30 - 35  MPH
22,No,C: Possible Injury,White,Female,30 - 35  MPH
40,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
49,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
57,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
42,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
37,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
57,No,C: Possible Injury,Black,Male,Unknown
18,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
10,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
27,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
20,No,C: Possible Injury,Black,Male,20 - 25  MPH
63,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
9,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
38,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
60,No,B: Suspected Minor Injury,Other,Male,5 - 15 MPH
22,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
58,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
5,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
15,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,White,Female,5 - 15 MPH
7,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
23,Unknown,B: Suspected Minor Injury,Hispanic,Male,Unknown
34,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,Native American,Male,50 - 55  MPH
21,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
48,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
54,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
44,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
52,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,50 - 55  MPH
59,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
54,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
16,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
7,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
87,No,B: Suspected Minor Injury,Native American,Male,50 - 55  MPH
51,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
41,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
40,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
43,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
7,No,B: Suspected Minor Injury,Black,Male,Unknown
9,No,B: Suspected Minor Injury,White,Female,Unknown
16,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
28,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
28,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
21,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
12,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
58,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
50,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
57,No,B: Suspected Minor Injury,Native American,Female,40 - 45  MPH
28,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
67,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
52,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
